,maker,specific_origin,ref,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin
1349,q chocolate,brazil,1057,2013,85.0,brazil,3.5,unknown,brazil
387,chocolarder,peru,1482,2015,65.0,u.k.,2.5,criollo,peru
368,castronovo,nicaragua,1109,2013,72.0,u.s.a.,3.25,trinitario,nicaragua
546,dick taylor,la red,769,2011,74.0,u.s.a.,3.0,unknown,dominican
1708,vao vao (chocolaterie robert),madagascar,404,2009,70.0,madagascar,3.0,trinitario,madagascar
641,feitoria cacao,cuyagua,1736,2016,76.0,portugal,2.5,unknown,venezuela
494,dandelion,"elvesia, 2011",915,2012,70.0,u.s.a.,3.75,unknown,dominican
1784,zotter,el oro,879,2012,75.0,austria,3.0,forastero (nacional),ecuador
1177,neuhaus (callebaut),sao tome,15,2006,75.0,belgium,2.75,forastero,sao tome
1793,zotter,kerala state,781,2011,62.0,austria,3.25,unknown,india
1213,olive and sinclair,dominican republic prototype,486,2010,72.0,u.s.a.,3.0,unknown,dominican
1002,madre,dominican,672,2011,70.0,u.s.a.,2.5,unknown,dominican
1245,pacari,"ecuador, raw",817,2012,85.0,ecuador,2.75,unknown,ecuador
1520,soma,"espiritu santo, 'smoke monster'",1307,2014,70.0,canada,3.75,forastero (amelonado),vanuatu
1756,woodblock,ocumare,741,2011,70.0,u.s.a.,4.0,unknown,venezuela
790,heirloom cacao preservation (fruition),"cota brus, terciopelo, 2015",1748,2016,74.0,u.s.a.,3.5,amazon mix,costa rica
1101,menakao (aka cinagra),madagascar,841,2012,72.0,madagascar,2.5,trinitario,madagascar
813,hoja verde (tulicorp),arriba,414,2009,72.0,ecuador,3.0,forastero (arriba) ass,ecuador
993,madecasse (cinagra),madagascar,288,2008,75.0,madagascar,3.5,trinitario,madagascar
1187,noble bean aka jerjobo,maranon canyon,1299,2014,75.0,u.s.a.,3.25,forastero (nacional),peru
1361,rancho san jacinto,ecuador,565,2010,75.0,eucador,3.0,"forastero(arriba, ccn)",ecuador
167,belcolade,papua new guinea,586,2010,64.0,belgium,2.75,unknown,papua new guinea
290,cacao de origen,rio caribe,1692,2015,75.0,venezuela,3.25,trinitario,venezuela
574,domori,sur del lago classificado,87,2006,70.0,italy,3.0,trinitario,venezuela
425,choklat,"porcelana, tabasco",377,2009,70.0,canada,2.75,criollo,mexico
1066,martin mayer,pisa,1836,2016,82.0,austria,3.0,unknown,haiti
190,beschle (felchlin),"ocumare, premier cru, quizas no. 2",508,2010,72.0,switzerland,3.5,unknown,venezuela
94,animas,alto beni,1852,2016,75.0,u.s.a.,3.5,unknown,bolivia
1447,shark mountain,papua new guinea,1450,2015,73.0,u.s.a.,3.5,forastero,papua new guinea
145,bahen & co.,papua new guinea,1474,2015,70.0,australia,3.5,unknown,papua new guinea
1351,q chocolate,brazil,1069,2013,80.0,brazil,3.25,unknown,brazil
74,ambrosia,peru,1498,2015,68.0,canada,3.5,unknown,peru
1315,pralus,"porcelana, s. of lake maracaibo",717,2011,75.0,france,3.25,criollo (porcelana),venezuela
1009,majani,ecuador,531,2010,70.0,italy,2.0,unknown,ecuador
259,brasstown aka it's chocolate,ghana,1129,2013,75.0,u.s.a.,3.5,forastero,ghana
1204,ocho,sang yum coop,1760,2016,100.0,new zealand,2.75,unknown,samoa
311,cacao sampaka,papua,523,2010,71.0,spain,4.0,unknown,papua new guinea
100,arete,kokoa kamili,1724,2016,70.0,u.s.a.,3.75,unknown,tanzania
1410,s.a.i.d.,malgascio,607,2010,64.0,italy,3.5,trinitario,madagascar
647,felchlin,maracaibo clasificado,48,2006,65.0,switzerland,3.0,criollo,venezuela
19,a. morin,chanchamayo province,1019,2013,70.0,france,3.5,unknown,peru
1760,xocolla,"hispaniola, batch 170104",1948,2017,70.0,u.s.a.,2.5,unknown,dominican
893,kallari (ecuatoriana),diego 48hr/ w.f. blend prototype,248,2008,85.0,ecuador,2.75,unknown,ecuador
141,askinosie,davao,331,2009,77.0,u.s.a.,3.75,trinitario,philippines
1592,suruca chocolate,venezuela,1796,2016,60.0,venezuela,3.0,unknown,venezuela
1584,strita supreme,"samar, east visayas region",939,2012,65.0,u.s.a.,2.5,unknown,philippines
14,a. morin,colombie,1015,2013,70.0,france,2.75,unknown,colombia
1156,mutari,"kokoa kamili, batch 1 srb",1896,2016,68.0,u.s.a.,2.75,unknown,tanzania
955,l'amourette,carenero superior,833,2012,75.0,u.s.a.,3.0,trinitario,venezuela
916,kyya,madagascar,1363,2014,72.5,u.s.a.,3.0,trinitario,madagascar
118,arete,fazenda camboa,1602,2015,75.0,u.s.a.,2.75,unknown,brazil
680,fresco,"maranon, #227, lr, mc",1383,2014,70.0,u.s.a.,3.5,forastero (nacional),peru
324,cacaoyere (ecuatoriana),pichincha,259,2008,91.0,ecuador,1.5,forastero (arriba),ecuador
222,bonnat,kaori,1339,2014,75.0,france,4.0,unknown,brazil
179,benoit nihant,rio peripa h.,1141,2013,73.0,belgium,4.0,trinitario,ecuador
236,bonnat,"porcelana, apotequil",336,2009,75.0,france,2.75,criollo,peru
627,escazu,guapiles,414,2009,65.0,u.s.a.,2.0,unknown,costa rica
1516,soma,"la tronca, matagalpa",1227,2014,70.0,canada,3.5,unknown,nicaragua
1340,pump street bakery,"crayfish bay estate, 2014",1502,2015,70.0,u.k.,3.5,trinitario,grenada
953,lake champlain (callebaut),tanzania,327,2009,75.0,u.s.a.,2.5,unknown,tanzania
928,la chocolaterie nanairo,"tumbes, 2013 harvest, batch 8",1892,2016,70.0,japan,3.0,criollo,peru
1317,pralus,cuyagua,451,2009,75.0,france,2.0,unknown,venezuela
1300,pitch dark,rugoso,1510,2015,80.0,u.s.a.,3.25,unknown,nicaragua
1573,srsly,dominican republic,1113,2013,70.0,u.s.a.,3.0,unknown,dominican
1768,zart pralinen,unocace,1824,2016,70.0,austria,2.75,nacional (arriba),ecuador
1395,rogue,"camino verde p., balao, guayas",979,2012,75.0,u.s.a.,3.75,nacional (arriba),ecuador
1508,soma,"sambirano valley, black science, b-60307.0",1820,2016,70.0,canada,3.5,trinitario,madagascar
1290,pierre marcolini,"sambirano, ambanja, madagascar",141,2007,72.0,belgium,4.0,trinitario,madagascar
1298,pitch dark,chuno,1510,2015,80.0,u.s.a.,2.75,"criollo, trinitario",nicaragua
423,chocovivo,tabasco,1522,2015,75.0,u.s.a.,2.5,trinitario,mexico
249,bouga cacao (tulicorp),"el oro, hacienda de oro",341,2009,100.0,ecuador,1.5,forastero (arriba),ecuador
1782,zotter,"satipo pangoa region, 20hr conche",875,2012,70.0,austria,3.5,criollo (amarru),peru
1649,terroir,guatemala,1558,2015,70.0,u.s.a.,3.75,trinitario,guatemala
517,davis,venezuela,1093,2013,70.0,u.s.a.,2.75,unknown,venezuela
1467,sirene,"camino verde p., balao, guayas, 2012",1506,2015,100.0,canada,3.0,unknown,ecuador
789,heirloom cacao preservation (brasstown),"maya mtn, moho r., toledo d., 2015",1748,2016,70.0,u.s.a.,3.25,amazon,belize
163,beehive,"dominican republic, batch 31616",1784,2016,70.0,u.s.a.,2.75,unknown,dominican
276,burnt fork bend,belize,1303,2014,72.0,u.s.a.,3.25,trinitario,belize
1302,pitch dark,namau village,1315,2014,73.0,u.s.a.,2.5,trinitario,fiji
202,bittersweet origins,puerto plata,414,2009,65.0,u.s.a.,3.5,unknown,dominican
297,cacao hunters,perla negra,1816,2016,74.0,colombia,3.75,unknown,colombia
930,la maison du chocolat (valrhona),"cuana, 2013",1121,2013,74.0,france,2.75,unknown,"africa, carribean, c. am."
251,bowler man,conacado,1271,2014,70.0,u.s.a.,2.75,unknown,dominican
738,grand place,"ben tre, dong nai",741,2011,72.0,vietnam,3.0,trinitario,vietnam
1676,un dimanche a paris,dominican republic,709,2011,63.0,france,3.75,unknown,dominican
808,hogarth,carenero superior,1712,2016,72.0,new zealand,2.75,trinitario,venezuela
967,levy,sambirano,1231,2014,71.0,finland,3.5,criollo,madagascar
976,loiza,puerto rico,1049,2013,65.0,puerto rico,2.5,unknown,puerto rico
1659,theo,"ghana, panama, ecuador",188,2007,75.0,u.s.a.,3.0,blend,"ghana, panama, ecuador"
586,duffy's,dominican republic,661,2011,65.0,u.k.,3.5,unknown,dominican
1171,nathan miller,madagascar,1403,2014,73.5,u.s.a.,2.5,trinitario,madagascar
1159,mutari,"tien giang, batch 1 srb",1900,2016,80.0,u.s.a.,3.0,trinitario,vietnam
1663,tobago estate (pralus),"roxborough, tobago",895,2012,70.0,france,4.0,trinitario,tobago
242,bonnat,"ocumare, puerto cabello",32,2006,75.0,france,4.0,unknown,venezuela
809,hogarth,conacado,1712,2016,75.0,new zealand,3.25,trinitario,dominican
208,bittersweet origins,ankasa,256,2008,70.0,u.s.a.,3.0,forastero,ghana
1014,malie kai (guittard),"o'ahu, n. shore, waialua estate",311,2009,55.0,u.s.a.,2.75,blend,hawaii
1110,metropolitan,south america,1688,2015,70.0,amsterdam,3.5,trinitario,south america
189,beschle (felchlin),"java, grand cru",508,2010,64.0,switzerland,3.5,unknown,indonesia
1749,wm,"ghana, 2013, batch 129",1916,2016,75.0,u.s.a.,3.75,unknown,ghana
1125,middlebury,kokoa kamili,1538,2015,75.0,u.s.a.,3.25,unknown,tanzania
3,a. morin,akata,1680,2015,70.0,france,3.5,unknown,togo
821,holy cacao,ivory coast,431,2009,70.0,israel,2.5,unknown,ivory coast
96,ara,chiapas,1379,2014,72.0,france,2.5,unknown,mexico
370,castronovo,guaniamo,1153,2013,72.0,u.s.a.,3.0,unknown,venezuela
1630,tejas,concepcion,801,2012,70.0,u.s.a.,2.75,unknown,madagascar
1274,patric,madagascar,439,2009,67.0,u.s.a.,3.5,trinitario,madagascar
44,altus aka cao artisan,momotombo,1728,2016,60.0,u.s.a.,2.75,unknown,nicaragua
205,bittersweet origins,sambirano,233,2008,71.0,u.s.a.,3.0,trinitario,madagascar
1146,momotombo,matagalpa,661,2011,70.0,nicaragua,2.75,unknown,nicaragua
1057,marou,tien giang,895,2012,80.0,vietnam,3.0,trinitario,vietnam
351,caribeans,costa rica,845,2012,80.0,costa rica,2.75,forastero,costa rica
83,amedei,madagascar,123,2007,70.0,italy,4.0,trinitario (85% criollo),madagascar
645,felchlin,elvesia p.,105,2006,74.0,switzerland,3.0,"trinitario, criollo",dominican
268,bright,somia plantation,1231,2014,72.0,australia,3.0,trinitario,madagascar
1209,ocho,"png, nib bar",1411,2014,74.0,new zealand,3.5,unknown,papua new guinea
130,artisan du chocolat,"ocumare, venezuela",355,2009,75.0,u.k.,2.5,"criollo, trinitario",venezuela
256,brasstown aka it's chocolate,chuao,1355,2014,70.0,u.s.a.,4.0,trinitario,venezuela
1253,palette de bine,lachua,1720,2016,70.0,canada,2.75,unknown,guatemala
1594,szanto tibor,nacional,1668,2015,70.0,hungary,3.25,unknown,ecuador
339,caoni (tulicorp),esmeraldas,237,2008,77.0,ecuador,2.0,forastero (arriba),ecuador
686,fresco,"bellavista coop, #225, lr, mc, cg exclusive",1149,2013,70.0,u.s.a.,4.0,trinitario,peru
198,bittersweet origins,"bali, singaraja",558,2010,65.0,u.s.a.,2.75,unknown,indonesia
1201,obolo,"pangoa, w/ nibs",1638,2015,70.0,chile,3.75,criollo,peru
1642,tejas,san jose,971,2012,67.0,u.s.a.,3.25,unknown,bolivia
1591,suruca chocolate,venezuela,1796,2016,70.0,venezuela,2.75,unknown,venezuela
503,danta,"oscuro, finca chimelb",991,2012,70.0,guatemala,3.25,unknown,guatemala
261,brazen,elvesia p.,1514,2015,60.0,u.s.a.,3.0,unknown,dominican
844,hotel chocolat (coppeneur),st. lucia,245,2008,72.0,u.k.,3.0,unknown,st lucia
1515,soma,porcelana,1594,2015,75.0,canada,4.0,unknown,venezuela
390,chocola'te,madagascar,647,2011,70.0,u.s.a.,3.75,trinitario,madagascar
444,compania de chocolate (salgado),esmeraldas,296,2008,88.0,argentina,2.75,forastero (nacional),ecuador
508,dar,vietnam,1920,2016,72.0,u.s.a.,3.0,trinitario,vietnam
1172,nathan miller,ghana,1403,2014,70.0,u.s.a.,3.5,forastero,ghana
818,holy cacao,sambirano,1466,2015,70.0,israel,3.5,trinitario,madagascar
1149,monarque,oko caribe,1812,2016,72.0,canada,3.5,unknown,dominican
476,daintree,"daintree estates, n. queensland",785,2011,70.0,australia,3.25,unknown,australia
432,chuao chocolatier,choroni,445,2009,61.0,u.s.a.,3.0,criollo,venezuela
551,doble & bignall,johe,1407,2014,72.0,u.k.,3.5,"criollo, trinitario",nicaragua
48,altus aka cao artisan,gruppo salinas,1732,2016,60.0,u.s.a.,2.75,unknown,ecuador
763,guittard,ocumare,276,2008,65.0,u.s.a.,3.5,unknown,venezuela
958,letterpress,"la masica, batch 7, fhia",1952,2017,70.0,u.s.a.,3.5,unknown,honduras
642,feitoria cacao,maya mountain,1736,2016,76.0,portugal,2.75,trinitario,belize
820,holy cacao,mara,1466,2015,70.0,israel,3.5,unknown,venezuela
1102,mesocacao,el salvador,1494,2015,80.0,honduras,2.75,unknown,el salvador
857,idilio (felchlin),coopertiva amazona,725,2011,72.0,switzerland,3.75,criollo,venezuela
1633,tejas,presidio,805,2012,70.0,u.s.a.,3.5,unknown,dominican
571,domori,"java, javablond",192,2007,70.0,italy,3.75,criollo,indonesia
935,la maison du chocolat (valrhona),akosombo,346,2009,68.0,france,3.25,forastero,ghana
1665,tocoti,venezuela,789,2011,72.0,u.s.a.,2.75,unknown,venezuela
1319,pralus,"sambirano valley, le 100%",202,2008,100.0,france,3.0,criollo,madagascar
1637,tejas,san jose,829,2012,70.0,u.s.a.,2.75,unknown,bolivia
1362,ranger,"san martin, batch 2",1558,2015,70.0,u.s.a.,2.5,unknown,peru
1429,scharffen berger,camahogne,464,2010,68.0,u.s.a.,3.5,trinitario,grenada
1226,organicfair,la red,1165,2013,72.0,canada,2.75,unknown,dominican
1405,rozsavolgyi,"sambirano, akesson estate",871,2012,72.0,hungary,2.5,trinitario,madagascar
1770,zart pralinen,"kakao kamili, kilombero valley",1824,2016,85.0,austria,3.0,"criollo, trinitario",tanzania
1310,potomac,"upala, batch 18",654,2011,70.0,u.s.a.,3.0,matina,costa rica
1715,videri,mindo,1227,2014,75.0,u.s.a.,3.5,unknown,ecuador
456,coppeneur,jamaica,558,2010,72.0,germany,3.25,trinitario,jamaica
436,claudio corallo,terreiro velho p.,227,2008,75.0,sao tome,4.0,forastero,sao tome & principe
81,amedei,grenada,123,2007,70.0,italy,3.5,trinitario,grenada
1655,theo,madagascar,162,2007,65.0,u.s.a.,3.5,trinitario,madagascar
191,bisou,"nicaragua, american style",1482,2015,76.0,u.s.a.,2.5,unknown,nicaragua
1583,stone grindz,"ecuador, twilght dark",1291,2014,70.0,u.s.a.,3.5,unknown,ecuador
525,dean and deluca (belcolade),ecuador,175,2007,71.0,u.s.a.,3.0,unknown,ecuador
587,duffy's,"bocas del toro, tierra oscura",697,2011,72.0,u.k.,3.0,unknown,panama
516,davis,rainforest,1093,2013,70.0,u.s.a.,2.75,unknown,dominican
582,duffy's,"chuno, xoco",1331,2014,70.0,u.k.,3.5,criollo,nicaragua
431,christopher morel (felchlin),"maranon canyon, fortunato no. 4",666,2011,68.0,canada,3.75,forastero (nacional),peru
1576,starchild,hispaniola,1692,2015,70.0,u.s.a.,3.0,unknown,dominican
135,artisan du chocolat,dominican republic,363,2009,72.0,u.k.,3.25,trinitario,dominican
359,castronovo,"duarte, batch 360",1570,2015,70.0,u.s.a.,3.75,"criollo, trinitario",dominican
124,artisan du chocolat,panama,745,2011,72.0,u.k.,2.75,unknown,panama
1052,marou,"tan phu dong, treasure island",1149,2013,75.0,vietnam,3.5,trinitario,vietnam
523,dean and deluca (belcolade),madagascar,170,2007,66.0,u.s.a.,2.5,trinitario,madagascar
693,fresco,"jamaica, #209, dr, sc",642,2011,70.0,u.s.a.,3.25,trinitario,jamaica
1689,valrhona,alpaco,370,2009,66.0,france,3.75,unknown,ecuador
319,cacao store,vietnam,1684,2015,70.0,japan,3.5,trinitario,vietnam
107,arete,"coto brus, terciopelo",1908,2016,70.0,u.s.a.,4.0,unknown,costa rica
186,beschle (felchlin),ecuador,636,2011,72.0,switzerland,4.0,unknown,ecuador
10,a. morin,panama,1011,2013,70.0,france,2.75,unknown,panama
467,cravve,"vanuatu, batch 2410",1335,2014,83.0,australia,2.75,trinitario,vanuatu
703,fresco,"jamaica, #205, dr, mc",370,2009,70.0,u.s.a.,3.25,trinitario,jamaica
1029,manufaktura czekolady,peru,1848,2016,70.0,poland,3.5,unknown,peru
932,la maison du chocolat (valrhona),"acarigua, w/ nibs",1189,2013,56.0,france,3.25,unknown,ecuador
1376,ritual,"maranon, cajamarca",1181,2013,75.0,u.s.a.,3.0,forastero (nacional),peru
267,breeze mill,jamaica,1149,2013,70.0,u.s.a.,3.0,trinitario,jamaica
304,cacao prieto,"criollo, dominican republic",991,2012,72.0,u.s.a.,3.75,criollo,dominican
606,eclat (felchlin),"maranon, good & evil, w/ nibs",919,2012,72.0,u.s.a.,2.75,forastero (nacional),peru
1593,svenska kakaobolaget,sri lanka,1618,2015,70.0,sweden,2.75,"criollo, trinitario",sri lanka
360,castronovo,"piaroa, amazonas, batch 350",1574,2015,72.0,u.s.a.,3.5,unknown,venezuela
947,laia aka chat-noir,"sao tome, batch 151",1638,2015,75.0,france,3.5,forastero,sao tome
1477,"smooth chocolator, the","guasare, la sierra de perija, batch gua001",1740,2016,70.0,australia,3.75,criollo,venezuela
1652,terroir,uganda,1323,2014,73.0,u.s.a.,3.75,forastero,uganda
555,domori,hacienda victoria,1672,2015,70.0,italy,3.75,unknown,ecuador
741,grenada chocolate co.,grenada,494,2010,82.0,grenada,3.25,trinitario,grenada
609,el ceibo,alto beni,252,2008,71.0,bolivia,2.75,unknown,bolivia
877,izard,"elvesia p., batch 32",1546,2015,70.0,u.s.a.,2.75,unknown,dominican
1148,momotombo,oscuro,772,2011,70.0,nicaragua,3.25,unknown,nicaragua
260,brasstown aka it's chocolate,"chuao, mantuano blend",1129,2013,85.0,u.s.a.,3.5,trinitario,venezuela
1527,soma,patanemo,1077,2013,70.0,canada,3.75,criollo,venezuela
613,el rey,"carenero superior, apamate",206,2008,74.0,venezuela,2.5,criollo,venezuela
303,cacao market,"jutiapa, lot 050916d",1860,2016,70.0,u.s.a.,3.5,trinitario,honduras
1251,pacari,raw,266,2008,100.0,ecuador,2.0,forastero (arriba),ecuador
1391,rogue,"akessons estate, sambirano, 2013",1038,2013,70.0,u.s.a.,3.5,trinitario,madagascar
1038,map chocolate,ecuador,1478,2015,70.0,u.s.a.,3.5,trinitario,ecuador
1271,pascha,peru,1137,2013,70.0,peru,2.75,unknown,peru
1331,pralus,equateur,40,2006,75.0,france,3.0,trinitario,ecuador
468,cravve,"tanzania, batch a1",971,2012,75.0,australia,3.25,forastero,tanzania
1675,two ravens,peru,1740,2016,60.0,u.s.a.,3.0,criollo,peru
273,bronx grrl chocolate,dominican republic,1181,2013,68.0,u.s.a.,2.75,unknown,dominican
900,ki' xocolatl,dark,431,2009,72.0,mexico,2.0,unknown,mexico
854,hummingbird,"ocumare, cumboto",1097,2013,70.0,canada,3.25,"trinitario, criollo",venezuela
1541,soma,"grenada, black science",676,2011,70.0,canada,2.75,trinitario,grenada
590,duffy's,panama,516,2010,70.0,u.k.,3.5,unknown,panama
1278,paul young,"madagascar, w/ shell",1271,2014,73.0,u.k.,2.25,trinitario,madagascar
620,emily's,peru,1454,2015,78.0,japan,3.5,criollo,peru
614,el rey,"carenero superior, bucare",206,2008,58.0,venezuela,2.5,criollo,venezuela
1185,noble bean aka jerjobo,ghana,1295,2014,75.0,u.s.a.,3.0,forastero,ghana
1050,marou,ben tre,1650,2015,68.0,vietnam,3.5,trinitario,vietnam
1481,"smooth chocolator, the",australia,1864,2016,67.0,australia,3.75,unknown,australia
1406,rozsavolgyi,carenero superior,713,2011,73.0,hungary,3.5,criollo,venezuela
1330,pralus,jamaique,32,2006,75.0,france,4.0,trinitario,jamaica
722,fruition,la red,1046,2013,70.0,u.s.a.,3.75,unknown,dominican
909,k'ul,"kafupbo, petit bourg, de borgnes",1840,2016,70.0,u.s.a.,3.25,unknown,haiti
1448,shark mountain,cuyagua,1466,2015,77.0,u.s.a.,2.75,criollo,venezuela
25,adi,vanua levu,705,2011,60.0,fiji,2.75,trinitario,fiji
1396,rogue,"silvestre, batch 1, 2011",793,2011,75.0,u.s.a.,3.0,criollo,bolivia
862,idilio (felchlin),"ocumare, h. cata, w/ nibs",737,2011,72.0,switzerland,3.5,criollo,venezuela
1089,matale,blend,1181,2013,70.0,australia,3.75,trinitario,"png, vanuatu, mad"
1289,pierre marcolini,"los rios, puerto romero, equateur",129,2007,72.0,belgium,3.75,forastero (nacional),ecuador
1139,mita,tumaco,955,2012,65.0,colombia,2.5,unknown,colombia
1344,pump street bakery,guantupi river,1223,2014,75.0,u.k.,3.0,forastero (nacional),ecuador
342,caoni (tulicorp),manabi,266,2008,55.0,ecuador,3.0,forastero (arriba),ecuador
1227,organicfair,nicaraqua,1165,2013,72.0,canada,2.75,trinitario,nicaragua
1650,terroir,ecuador,1323,2014,77.0,u.s.a.,3.25,unknown,ecuador
193,bisou,"san andres, silk",1486,2015,78.0,u.s.a.,2.5,unknown,costa rica
1308,potomac,"cuyagua, 2013",1387,2014,70.0,u.s.a.,3.75,unknown,venezuela
1266,parliament,kilombero valley,1856,2016,70.0,u.s.a.,3.25,unknown,tanzania
532,devries,bolivian,241,2008,80.0,u.s.a.,2.75,unknown,bolivia
11,a. morin,madagascar,1011,2013,70.0,france,3.0,criollo,madagascar
286,cacao barry,tanzania,300,2008,75.0,france,2.0,unknown,tanzania
349,caribeans,anselmo paraiso estate,1586,2015,72.0,costa rica,3.5,unknown,costa rica
611,el rey,"rio caribe, cariaco",439,2009,60.5,venezuela,2.75,trinitario,venezuela
203,bittersweet origins,sambirano,423,2009,75.0,u.s.a.,3.25,trinitario,madagascar
52,altus aka cao artisan,bolivia,1133,2013,60.0,u.s.a.,3.0,unknown,bolivia
448,coppeneur,ghana puristique,813,2012,85.0,germany,3.5,forastero,ghana
1500,solomons gold,solomon island w/ nibs,1796,2016,75.0,new zealand,3.25,unknown,solomon islands
1511,soma,"chuno, san jose de bocay, pantasma r.,b.s.",1828,2016,70.0,canada,3.75,trinitario,nicaragua
1690,valrhona,nyangbo,395,2009,68.0,france,3.5,forastero,ghana
906,kto,belize,1426,2014,90.0,u.s.a.,3.25,trinitario,belize
1348,q chocolate,brazil,1057,2013,75.0,brazil,3.25,unknown,brazil
1173,neuhaus (callebaut),papua new guinea,531,2010,70.0,belgium,2.5,criollo,papua new guinea
1143,molucca,la red,1614,2015,70.0,u.s.a.,3.0,unknown,dominican
1238,orquidea,peru,859,2012,65.0,peru,3.0,unknown,peru
570,domori,madagared,192,2007,70.0,italy,3.5,criollo,madagascar
67,amazona,"lamasdelchanka, san martin, oro verde coop",1145,2013,72.0,peru,3.25,unknown,peru
397,chocolate con amor,dominican republic,1764,2016,75.0,u.s.a.,3.0,unknown,dominican
1734,whittakers,ghana,733,2011,72.0,new zealand,2.5,forastero,ghana
1033,manufaktura czekolady,grand cru ghana,871,2012,70.0,poland,3.5,forastero,ghana
1345,pump street bakery,"akessons estate, sambirano, ambanja",1223,2014,72.0,u.k.,3.25,trinitario,madagascar
1043,map chocolate,"kakoa kamili, both man & bird & beast",1610,2015,72.0,u.s.a.,3.0,unknown,tanzania
596,durci,"maranon, joya rara",1626,2015,70.0,u.s.a.,3.5,forastero (nacional),peru
1457,sibu,oscuro,1586,2015,70.0,costa rica,3.5,unknown,costa rica
262,brazen,elvesia p.,1514,2015,80.0,u.s.a.,3.25,unknown,dominican
4,a. morin,quilla,1704,2015,70.0,france,3.5,unknown,peru
677,french broad,"maranon canyon, fortunato no. 4",781,2011,70.0,u.s.a.,3.5,forastero (nacional),peru
1503,solstice,amazonas,1157,2013,70.0,u.s.a.,3.0,unknown,venezuela
221,bonnat,selva maya,1912,2016,75.0,france,3.5,unknown,mexico
317,cacao store,madagascar,1684,2015,70.0,japan,3.0,trinitario,madagascar
1626,tcho,chocolatey-beta,199,2008,70.0,u.s.a.,2.5,forastero,ghana
1267,parliament,"lachua, q'egchi families",1542,2015,70.0,u.s.a.,3.5,unknown,guatemala
414,chocovic,xoconusco,478,2010,71.0,spain,3.25,criollo,mexico
1472,sirene,"somia plantation, 2012",1339,2014,73.0,canada,3.75,trinitario,madagascar
1616,tablette (aka vanillabeans),trinidad,1680,2015,77.0,japan,2.75,trinitario,trinidad
475,daintree,goodman estate,1654,2015,70.0,australia,2.75,unknown,australia
992,madecasse (cinagra),madagascar,284,2008,63.0,madagascar,4.0,trinitario,madagascar
638,ethereal,dominican republic,1275,2014,80.0,u.s.a.,3.75,unknown,dominican
589,duffy's,ocumare,765,2011,71.0,u.k.,3.5,unknown,venezuela
771,habitual,papua new guinea,1197,2014,80.0,canada,2.75,unknown,papua new guinea
556,domori,ocumare 77,1672,2015,70.0,italy,3.75,criollo (ocumare 77),venezuela
579,dormouse,"colombia, batch 9",1676,2015,80.0,u.k.,2.75,"criollo, trinitario",colombia
522,de villiers,"sambirano valley, batch 2477",1832,2016,70.0,south africa,3.0,unknown,madagascar
608,el ceibo,"alto beni, covendo region",709,2011,75.0,bolivia,3.75,unknown,bolivia
318,cacao store,peru,1684,2015,70.0,japan,3.25,unknown,peru
1276,patric,madagascar,196,2007,70.0,u.s.a.,4.0,trinitario,madagascar
1536,soma,"dancing in your head, 5 bean blend",867,2012,70.0,canada,4.0,blend,grenada
1368,republica del cacao (aka confecta),"los rios, vinces",439,2009,75.0,ecuador,2.5,forastero (arriba),ecuador
296,cacao hunters,macondo,1816,2016,71.0,colombia,3.75,unknown,colombia
956,l'amourette,rio caribe,833,2012,75.0,u.s.a.,3.0,trinitario,venezuela
306,cacao prieto,dominican republic,641,2011,66.0,u.s.a.,3.75,unknown,dominican
701,fresco,"jamaica, #204, dr, sc",370,2009,80.0,u.s.a.,2.75,trinitario,jamaica
400,chocolate con amor,nicaragua,1768,2016,80.0,u.s.a.,2.75,unknown,nicaragua
1220,olivia,carribean-raw,688,2011,85.0,canada,3.0,unknown,carribean
489,dandelion,patanemo,1026,2013,70.0,u.s.a.,3.25,unknown,venezuela
865,idilio (felchlin),"sur del lago, amiari meridena, zulia, w/ nibs",737,2011,72.0,switzerland,4.0,unknown,venezuela
530,debauve & gallais (michel cluizel),venezuela,263,2008,66.0,france,3.75,unknown,venezuela
519,de mendes,"nativo, varzea",1462,2015,72.0,brazil,3.5,unknown,brazil
1246,pacari,piura,863,2012,70.0,ecuador,4.0,unknown,peru
1005,maglio,africa,300,2008,75.0,italy,2.0,unknown,tanzania
1097,meadowlands,belize,1287,2014,70.0,u.s.a.,3.0,trinitario,belize
829,hotel chocolat (coppeneur),trinidad,1038,2013,75.0,u.k.,3.0,trinitario,trinidad
598,durci,taino secret,1630,2015,70.0,u.s.a.,3.25,unknown,dominican
487,dandelion,"san francisco de macoris, cibao region",1387,2014,70.0,u.s.a.,3.75,unknown,dominican
1128,middlebury,belize,1117,2013,80.0,u.s.a.,3.25,trinitario,belize
1682,valrhona,"piura, illanka, quemazon",1510,2015,63.0,france,4.0,unknown,peru
1218,olivia,carribean,688,2011,76.0,canada,2.75,unknown,carribean
1696,valrhona,le noir amer,157,2007,71.0,france,2.75,forastero,west africa
326,callebaut,baking,141,2007,70.0,belgium,1.0,unknown,ecuador
591,duffy's,"corazon del ecuador, calceta beans",516,2010,72.0,u.k.,3.75,unknown,ecuador
13,a. morin,equateur,1011,2013,70.0,france,3.75,unknown,ecuador
127,artisan du chocolat,costa rica,600,2010,72.0,u.k.,3.25,unknown,costa rica
15,a. morin,birmanie,1015,2013,70.0,france,3.0,unknown,burma
